epoch	valid_loss	valid_perplexity
Training epoch 6	5.02	150.72
Training epoch 6	5.02	150.93
Training epoch 6	4.99	147.04
Training epoch 6	4.99	146.64
Training epoch 6	5.04	153.77
Validation epoch 6	4.91	135.21
Training epoch 7	5.02	151.32
Training epoch 7	4.97	144.65
Training epoch 7	4.98	145.05
Training epoch 7	4.99	146.48
Training epoch 7	4.98	145.40
Training epoch 7	4.99	146.72
Training epoch 7	4.99	146.86
Training epoch 7	4.98	144.94
Training epoch 7	4.94	140.20
Training epoch 7	5.04	153.75
Training epoch 7	5.06	156.99
Training epoch 7	5.06	156.98
Training epoch 7	4.99	146.75
Training epoch 7	5.03	153.04
Training epoch 7	4.99	146.67
Training epoch 7	4.97	144.07
Training epoch 7	5.01	149.48
Training epoch 7	5.01	149.44
Training epoch 7	4.98	145.21
Training epoch 7	4.99	146.69
Training epoch 7	5.02	151.97
Validation epoch 7	4.90	134.05
Training epoch 8	5.01	149.38
Training epoch 8	4.97	143.61
Training epoch 8	4.98	144.81
Training epoch 8	4.98	145.19
Training epoch 8	4.98	145.33
Training epoch 8	4.99	146.30
Training epoch 8	4.99	146.38
Training epoch 8	4.97	144.16
Training epoch 8	4.94	140.06
Training epoch 8	5.02	151.81
Training epoch 8	5.05	156.15
Training epoch 8	5.05	155.77
Training epoch 8	4.99	146.47
Training epoch 8	5.03	152.63
Training epoch 8	4.99	146.37
Training epoch 8	4.96	142.99
Training epoch 8	5.00	148.37
Training epoch 8	5.00	148.43
Training epoch 8	4.98	145.48
Training epoch 8	4.98	145.71
Training epoch 8	5.02	151.52
Validation epoch 8	4.89	133.25
Training epoch 9	4.99	147.49
Training epoch 9	4.96	142.71
Training epoch 9	4.97	144.59
Training epoch 9	4.97	144.48
Training epoch 9	4.98	144.75
Training epoch 9	4.98	144.97
Training epoch 9	4.97	144.73
Training epoch 9	4.96	143.28
Training epoch 9	4.94	139.65
Training epoch 9	5.02	151.38
Training epoch 9	5.05	155.40
Training epoch 9	5.04	154.23
Training epoch 9	4.99	146.58
Training epoch 9	5.02	151.42
Training epoch 9	4.98	144.94
Training epoch 9	4.96	142.36
Training epoch 9	5.00	148.28
Training epoch 9	5.00	147.69
Training epoch 9	4.97	143.67
Training epoch 9	4.98	144.94
Training epoch 9	5.02	150.69
Validation epoch 9	4.89	132.90
Training epoch 10	5.00	148.52
Training epoch 10	4.95	141.87
Training epoch 10	4.96	142.73
Training epoch 10	4.97	143.79
Training epoch 10	4.96	142.68
Training epoch 10	4.98	144.85
Training epoch 10	4.97	143.91
Training epoch 10	4.96	142.09
Training epoch 10	4.93	138.56
Training epoch 10	5.02	151.28
Training epoch 10	5.04	154.26
Training epoch 10	5.04	153.99
Training epoch 10	4.97	144.64
Training epoch 10	5.02	150.75
Training epoch 10	4.97	144.03
Training epoch 10	4.95	141.48
Training epoch 10	4.99	147.46
Training epoch 10	4.99	147.05
Training epoch 10	4.97	144.07
Training epoch 10	4.98	145.21
Training epoch 10	5.01	149.17
Validation epoch 10	4.88	132.12
Training epoch 11	4.99	146.63
Training epoch 11	4.96	142.28
Training epoch 11	4.96	142.36
Training epoch 11	4.97	143.56
Training epoch 11	4.97	143.36
Training epoch 11	4.97	143.73
Training epoch 11	4.96	143.16
Training epoch 11	4.95	141.73
Training epoch 11	4.93	137.94
Training epoch 11	5.01	149.61
Training epoch 11	5.04	154.48
Training epoch 11	5.04	154.25
Training epoch 11	4.97	144.03
Training epoch 11	5.01	149.90
Training epoch 11	4.97	144.47
Training epoch 11	4.94	140.39
Training epoch 11	4.98	145.51
Training epoch 11	4.99	146.65
Training epoch 11	4.96	143.12
Training epoch 11	4.97	143.69
Training epoch 11	5.01	149.72
Validation epoch 11	4.88	131.78
Training epoch 12	4.97	144.52
Training epoch 12	4.95	141.17
Training epoch 12	4.96	141.91
Training epoch 12	4.96	142.11
Training epoch 12	4.96	141.92
Training epoch 12	4.96	142.25
Training epoch 12	4.96	143.17
Training epoch 12	4.96	142.05
Training epoch 12	4.92	137.07
Training epoch 12	5.00	148.86
Training epoch 12	5.04	154.06
Training epoch 12	5.03	152.45
Training epoch 12	4.97	143.64
Training epoch 12	5.00	149.04
Training epoch 12	4.97	143.69
Training epoch 12	4.94	140.15
Training epoch 12	4.98	146.14
Training epoch 12	4.99	146.91
Training epoch 12	4.96	142.82
Training epoch 12	4.97	143.49
Training epoch 12	5.00	147.88
Validation epoch 12	4.89	132.63
Training epoch 13	4.98	145.71
Training epoch 13	4.94	140.41
Training epoch 13	4.95	141.15
Training epoch 13	4.95	140.89
Training epoch 13	4.94	140.19
Training epoch 13	4.94	140.32
Training epoch 13	4.95	141.10
Training epoch 13	4.94	139.46
Training epoch 13	4.91	135.16
Training epoch 13	4.99	146.65
Training epoch 13	5.02	151.67
Training epoch 13	5.01	150.11
Training epoch 13	4.94	140.23
Training epoch 13	4.98	145.24
Training epoch 13	4.94	140.07
Training epoch 13	4.93	137.92
Training epoch 13	4.96	142.71
Training epoch 13	4.96	142.85
Training epoch 13	4.93	139.01
Training epoch 13	4.94	139.76
Training epoch 13	4.98	145.16
Validation epoch 13	4.88	131.69
Training epoch 14	4.96	142.19
Training epoch 14	4.94	139.11
Training epoch 14	4.93	139.03
Training epoch 14	4.94	139.52
Training epoch 14	4.93	138.08
Training epoch 14	4.93	138.72
Training epoch 14	4.94	139.69
Training epoch 14	4.93	137.79
Training epoch 14	4.90	133.86
Training epoch 14	4.98	145.47
Training epoch 14	5.01	149.35
Training epoch 14	5.00	148.39
Training epoch 14	4.94	140.06
Training epoch 14	4.98	144.76
Training epoch 14	4.94	139.50
Training epoch 14	4.92	136.99
Training epoch 14	4.96	142.06
Training epoch 14	4.96	141.95
Training epoch 14	4.94	139.08
Training epoch 14	4.94	140.14
Training epoch 14	4.97	144.30
Validation epoch 14	4.88	131.53
Training epoch 15	4.95	141.48
Training epoch 15	4.93	138.27
Training epoch 15	4.93	138.46
Training epoch 15	4.93	138.04
Training epoch 15	4.93	138.30
Training epoch 15	4.93	138.90
Training epoch 15	4.93	138.98
Training epoch 15	4.92	137.28
Training epoch 15	4.90	133.68
Training epoch 15	4.98	144.94
Training epoch 15	5.01	149.96
Training epoch 15	5.00	148.89
Training epoch 15	4.94	139.19
Training epoch 15	4.98	145.06
Training epoch 15	4.93	138.07
Training epoch 15	4.92	136.66
Training epoch 15	4.96	142.18
Training epoch 15	4.95	141.65
Training epoch 15	4.93	137.84
Training epoch 15	4.93	137.98
Training epoch 15	4.96	143.16
Validation epoch 15	4.87	130.82
Training epoch 16	4.95	141.65
Training epoch 16	4.92	137.50
Training epoch 16	4.93	138.53
Training epoch 16	4.93	138.41
Training epoch 16	4.92	137.57
Training epoch 16	4.93	138.83
Training epoch 16	4.93	138.68
Training epoch 16	4.92	137.06
Training epoch 16	4.89	133.50
Training epoch 16	4.98	145.22
Training epoch 16	5.01	149.42
Training epoch 16	5.00	148.46
Training epoch 16	4.94	139.24
Training epoch 16	4.97	144.07
Training epoch 16	4.93	138.63
Training epoch 16	4.91	136.06
Training epoch 16	4.95	141.35
Training epoch 16	4.95	141.12
Training epoch 16	4.93	138.52
Training epoch 16	4.94	139.38
Training epoch 16	4.97	143.51
Validation epoch 16	4.87	130.82
Training epoch 17	4.95	141.39
Training epoch 17	4.92	136.88
Training epoch 17	4.92	136.89
Training epoch 17	4.92	137.40
Training epoch 17	4.92	137.61
Training epoch 17	4.93	138.85
Training epoch 17	4.93	137.72
Training epoch 17	4.92	136.58
Training epoch 17	4.88	132.09
Training epoch 17	4.97	143.95
Training epoch 17	5.00	149.15
Training epoch 17	4.99	147.49
Training epoch 17	4.93	137.72
Training epoch 17	4.96	142.75
Training epoch 17	4.93	138.33
Training epoch 17	4.90	134.49
Training epoch 17	4.94	140.36
Training epoch 17	4.95	140.55
Training epoch 17	4.92	137.22
Training epoch 17	4.93	138.29
Training epoch 17	4.96	142.69
Validation epoch 17	4.87	130.65
Training epoch 18	4.95	140.74
Training epoch 18	4.92	136.40
Training epoch 18	4.92	136.74
Training epoch 18	4.92	137.61
Training epoch 18	4.92	137.56
Training epoch 18	4.93	137.99
Training epoch 18	4.93	137.84
Training epoch 18	4.92	136.44
Training epoch 18	4.89	132.51
Training epoch 18	4.96	143.17
Training epoch 18	5.00	148.15
Training epoch 18	5.00	147.82
Training epoch 18	4.93	137.97
Training epoch 18	4.96	142.96
Training epoch 18	4.93	138.18
Training epoch 18	4.91	135.39
Training epoch 18	4.94	140.18
Training epoch 18	4.95	141.17
Training epoch 18	4.92	136.53
Training epoch 18	4.93	138.46
Training epoch 18	4.96	142.21
Validation epoch 18	4.87	130.62
Training epoch 19	4.94	140.45
Training epoch 19	4.92	136.37
Training epoch 19	4.92	136.37
Training epoch 19	4.92	137.00
Training epoch 19	4.92	136.92
Training epoch 19	4.92	137.55
Training epoch 19	4.92	137.42
Training epoch 19	4.92	137.48
Training epoch 19	4.88	132.20
Training epoch 19	4.97	143.76
Training epoch 19	5.00	148.17
Training epoch 19	5.00	147.91
Training epoch 19	4.92	137.61
Training epoch 19	4.96	142.59
Training epoch 19	4.92	137.12
Training epoch 19	4.91	134.96
Training epoch 19	4.95	140.77
Training epoch 19	4.94	140.33
Training epoch 19	4.92	136.87
Training epoch 19	4.93	137.93
Training epoch 19	4.95	141.71
Validation epoch 19	4.87	130.54
Training epoch 20	4.94	140.06
Training epoch 20	4.91	136.18
Training epoch 20	4.92	137.08
Training epoch 20	4.92	137.44
Training epoch 20	4.91	136.08
Training epoch 20	4.92	136.46
Training epoch 20	4.92	137.57
Training epoch 20	4.91	135.69
Training epoch 20	4.88	132.00
Training epoch 20	4.97	143.50
Training epoch 20	5.00	148.30
Training epoch 20	4.99	147.01
Training epoch 20	4.92	137.34
Training epoch 20	4.96	143.30
Training epoch 20	4.92	137.52
Training epoch 20	4.90	134.24
Training epoch 20	4.94	140.03
Training epoch 20	4.94	139.71
Training epoch 20	4.92	137.28
Training epoch 20	4.93	138.04
Training epoch 20	4.96	142.37
Validation epoch 20	4.87	130.02
Training epoch 21	4.95	140.53
Training epoch 21	4.91	136.20
Training epoch 21	4.92	136.71
Training epoch 21	4.92	137.01
Training epoch 21	4.91	136.29
Training epoch 21	4.92	137.09
Training epoch 21	4.92	137.47
Training epoch 21	4.91	135.72
Training epoch 21	4.88	131.21
Training epoch 21	4.96	143.26
Training epoch 21	4.99	147.50
Training epoch 21	4.99	147.61
Training epoch 21	4.92	137.25
Training epoch 21	4.96	141.94
Training epoch 21	4.92	137.06
Training epoch 21	4.90	134.15
Training epoch 21	4.95	140.67
Training epoch 21	4.94	140.30
Training epoch 21	4.92	137.07
Training epoch 21	4.93	138.09
Training epoch 21	4.96	142.26
Validation epoch 21	4.87	129.98
Training epoch 22	4.94	140.12
Training epoch 22	4.92	136.39
Training epoch 22	4.91	136.07
Training epoch 22	4.91	136.24
Training epoch 22	4.91	135.90
Training epoch 22	4.92	137.41
Training epoch 22	4.92	137.00
Training epoch 22	4.91	135.44
Training epoch 22	4.88	131.02
Training epoch 22	4.97	143.45
Training epoch 22	5.00	147.93
Training epoch 22	4.98	146.15
Training epoch 22	4.92	137.48
Training epoch 22	4.96	142.34
Training epoch 22	4.92	136.40
Training epoch 22	4.90	134.76
Training epoch 22	4.94	140.25
Training epoch 22	4.94	140.04
Training epoch 22	4.92	136.64
Training epoch 22	4.93	138.33
Training epoch 22	4.96	142.00
Validation epoch 22	4.87	130.19
Training epoch 23	4.94	140.23
Training epoch 23	4.91	136.13
Training epoch 23	4.91	136.11
Training epoch 23	4.92	136.37
Training epoch 23	4.91	136.20
Training epoch 23	4.92	136.85
Training epoch 23	4.92	136.45
Training epoch 23	4.91	135.32
Training epoch 23	4.88	131.17
Training epoch 23	4.96	142.55
Training epoch 23	4.99	147.65
Training epoch 23	4.99	146.45
Training epoch 23	4.92	137.34
Training epoch 23	4.96	142.35
Training epoch 23	4.92	137.51
Training epoch 23	4.90	133.62
Training epoch 23	4.94	140.13
Training epoch 23	4.94	139.87
Training epoch 23	4.91	136.05
Training epoch 23	4.92	136.67
Training epoch 23	4.96	142.27
Validation epoch 23	4.87	130.16
Training epoch 24	4.94	139.32
Training epoch 24	4.91	135.98
Training epoch 24	4.91	135.78
Training epoch 24	4.91	136.16
Training epoch 24	4.91	136.22
Training epoch 24	4.92	137.38
Training epoch 24	4.92	136.98
Training epoch 24	4.91	135.76
Training epoch 24	4.88	131.26
Training epoch 24	4.96	142.54
Training epoch 24	5.00	147.85
Training epoch 24	4.99	146.30
Training epoch 24	4.92	137.03
Training epoch 24	4.96	142.15
Training epoch 24	4.92	137.01
Training epoch 24	4.90	134.31
Training epoch 24	4.94	139.91
Training epoch 24	4.94	139.64
Training epoch 24	4.91	136.19
Training epoch 24	4.92	137.53
Training epoch 24	4.95	141.44
Validation epoch 24	4.87	130.11
Training epoch 25	4.94	139.53
Training epoch 25	4.91	136.18
Training epoch 25	4.92	136.43
Training epoch 25	4.91	136.00
Training epoch 25	4.92	136.35
Training epoch 25	4.92	136.84
Training epoch 25	4.92	136.70
Training epoch 25	4.91	135.45
Training epoch 25	4.88	131.41
Training epoch 25	4.96	142.32
Training epoch 25	4.99	147.21
Training epoch 25	4.98	145.93
Training epoch 25	4.92	136.80
Training epoch 25	4.95	141.82
Training epoch 25	4.92	137.48
Training epoch 25	4.90	134.66
Training epoch 25	4.94	139.72
Training epoch 25	4.94	140.01
Training epoch 25	4.92	136.46
Training epoch 25	4.93	137.75
Training epoch 25	4.95	141.68
Validation epoch 25	4.87	130.14
Training epoch 26	4.95	140.49
Training epoch 26	4.91	135.65
Training epoch 26	4.91	135.79
Training epoch 26	4.92	136.81
Training epoch 26	4.92	136.41
Training epoch 26	4.92	137.48
Training epoch 26	4.92	136.71
Training epoch 26	4.91	135.38
Training epoch 26	4.88	132.25
Training epoch 26	4.97	143.68
Training epoch 26	5.00	147.79
Training epoch 26	4.99	146.99
Training epoch 26	4.92	137.17
Training epoch 26	4.95	141.62
Training epoch 26	4.92	137.13
Training epoch 26	4.90	133.82
Training epoch 26	4.95	140.48
Training epoch 26	4.94	140.34
Training epoch 26	4.92	136.60
Training epoch 26	4.92	137.38
Training epoch 26	4.95	141.65
Validation epoch 26	4.87	130.15
Training epoch 27	4.94	139.96
Training epoch 27	4.91	136.00
Training epoch 27	4.92	136.33
Training epoch 27	4.92	137.24
Training epoch 27	4.91	135.72
Training epoch 27	4.92	136.54
Training epoch 27	4.92	136.99
Training epoch 27	4.91	135.19
Training epoch 27	4.88	131.93
Training epoch 27	4.96	143.12
Training epoch 27	5.00	147.73
Training epoch 27	4.99	147.06
Training epoch 27	4.92	137.10
Training epoch 27	4.95	141.50
Training epoch 27	4.92	136.87
Training epoch 27	4.90	134.47
Training epoch 27	4.95	140.48
Training epoch 27	4.94	140.09
Training epoch 27	4.92	136.76
Training epoch 27	4.93	138.09
Training epoch 27	4.96	142.21
Validation epoch 27	4.87	130.15
Training epoch 28	4.94	140.20
Training epoch 28	4.91	135.95
Training epoch 28	4.91	136.09
Training epoch 28	4.91	135.95
Training epoch 28	4.91	136.13
Training epoch 28	4.92	136.60
Training epoch 28	4.92	136.56
Training epoch 28	4.91	135.38
Training epoch 28	4.87	130.81
Training epoch 28	4.96	142.41
Training epoch 28	5.00	148.26
Training epoch 28	4.99	146.37
Training epoch 28	4.92	137.39
Training epoch 28	4.96	143.14
Training epoch 28	4.92	136.79
Training epoch 28	4.90	134.50
Training epoch 28	4.95	140.47
Training epoch 28	4.94	139.46
Training epoch 28	4.91	136.31
Training epoch 28	4.92	137.19
Training epoch 28	4.95	141.65
Validation epoch 28	4.87	130.15
Training epoch 29	4.94	140.05
Training epoch 29	4.92	136.43
Training epoch 29	4.92	136.57
Training epoch 29	4.92	137.37
Training epoch 29	4.91	135.79
Training epoch 29	4.92	136.73
Training epoch 29	4.92	137.26
Training epoch 29	4.91	135.54
Training epoch 29	4.88	131.12
Training epoch 29	4.96	142.96
Training epoch 29	5.00	148.07
Training epoch 29	4.99	146.22
Training epoch 29	4.93	137.75
Training epoch 29	4.96	142.09
Training epoch 29	4.93	137.82
Training epoch 29	4.90	133.67
Training epoch 29	4.94	139.44
Training epoch 29	4.93	138.96
Training epoch 29	4.92	136.50
Training epoch 29	4.92	137.04
Training epoch 29	4.95	141.79
Validation epoch 29	4.87	130.16
Training epoch 30	4.94	140.46
Training epoch 30	4.91	136.14
Training epoch 30	4.91	135.84
Training epoch 30	4.92	136.87
Training epoch 30	4.91	135.79
Training epoch 30	4.92	136.99
Training epoch 30	4.92	136.37
Training epoch 30	4.91	135.28
Training epoch 30	4.88	131.53
Training epoch 30	4.96	143.05
Training epoch 30	5.00	147.82
Training epoch 30	4.99	147.15
Training epoch 30	4.92	137.36
Training epoch 30	4.96	143.20
Training epoch 30	4.92	136.92
Training epoch 30	4.90	133.82
Training epoch 30	4.94	140.23
Training epoch 30	4.94	139.49
Training epoch 30	4.92	136.39
Training epoch 30	4.92	137.03
Training epoch 30	4.95	141.29
Validation epoch 30	4.87	130.16
Training epoch 31	4.94	139.62
Training epoch 31	4.91	135.76
Training epoch 31	4.91	135.71
Training epoch 31	4.91	135.81
Training epoch 31	4.92	136.32
Training epoch 31	4.92	137.35
Training epoch 31	4.91	135.91
Training epoch 31	4.91	135.78
Training epoch 31	4.88	131.64
Training epoch 31	4.96	142.75
Training epoch 31	5.00	148.42
Training epoch 31	4.99	146.46
Training epoch 31	4.92	137.58
Training epoch 31	4.96	142.67
Training epoch 31	4.93	137.81
Training epoch 31	4.90	133.87
Training epoch 31	4.94	139.56
Training epoch 31	4.94	139.61
Training epoch 31	4.91	136.09
Training epoch 31	4.92	136.72
Training epoch 31	4.95	141.77
Validation epoch 31	4.87	130.16
Training epoch 32	4.94	140.15
Training epoch 32	4.91	135.73
Training epoch 32	4.91	136.22
Training epoch 32	4.92	136.36
Training epoch 32	4.91	135.86
Training epoch 32	4.92	137.01
Training epoch 32	4.92	137.38
Training epoch 32	4.91	135.44
Training epoch 32	4.88	131.63
Training epoch 32	4.96	143.09
Training epoch 32	4.99	147.44
Training epoch 32	4.99	146.31
Training epoch 32	4.92	137.25
Training epoch 32	4.96	141.99
Training epoch 32	4.92	137.25
Training epoch 32	4.90	134.23
Training epoch 32	4.94	140.24
Training epoch 32	4.94	139.14
Training epoch 32	4.91	135.89
Training epoch 32	4.92	136.52
Training epoch 32	4.96	142.22
Validation epoch 32	4.87	130.16
Training epoch 33	4.94	139.99
Training epoch 33	4.92	136.34
Training epoch 33	4.92	136.46
Training epoch 33	4.91	136.24
Training epoch 33	4.91	135.75
Training epoch 33	4.92	136.48
Training epoch 33	4.92	136.99
Training epoch 33	4.91	135.55
Training epoch 33	4.88	131.87
Training epoch 33	4.96	143.00
Training epoch 33	5.00	148.02
Training epoch 33	4.98	145.89
Training epoch 33	4.92	137.60
Training epoch 33	4.96	141.99
Training epoch 33	4.92	136.89
Training epoch 33	4.91	135.49
Training epoch 33	4.94	140.38
Training epoch 33	4.94	139.46
Training epoch 33	4.92	136.86
Training epoch 33	4.93	137.84
Training epoch 33	4.95	140.55
Validation epoch 33	4.87	130.16
Training epoch 34	4.94	139.29
Training epoch 34	4.91	136.06
Training epoch 34	4.92	136.87
Training epoch 34	4.92	136.82
Training epoch 34	4.91	136.00
Training epoch 34	4.92	137.28
Training epoch 34	4.91	136.28
Training epoch 34	4.91	135.48
Training epoch 34	4.88	131.29
Training epoch 34	4.96	142.94
Training epoch 34	5.00	148.07
Training epoch 34	4.99	146.85
Training epoch 34	4.92	136.87
Training epoch 34	4.96	142.42
Training epoch 34	4.92	137.08
Training epoch 34	4.90	134.11
Training epoch 34	4.94	139.62
Training epoch 34	4.94	139.98
Training epoch 34	4.92	136.37
Training epoch 34	4.93	138.64
Training epoch 34	4.96	141.95
Validation epoch 34	4.87	130.16
Training epoch 35	4.94	139.57
Training epoch 35	4.91	136.09
Training epoch 35	4.91	136.27
Training epoch 35	4.92	136.49
Training epoch 35	4.91	135.92
Training epoch 35	4.92	136.62
Training epoch 35	4.92	137.04
Training epoch 35	4.91	135.84
Training epoch 35	4.88	131.77
Training epoch 35	4.96	143.20
Training epoch 35	4.99	147.62
Training epoch 35	4.99	146.89
Training epoch 35	4.92	137.15
Training epoch 35	4.96	142.42
Training epoch 35	4.92	137.15
Training epoch 35	4.90	133.64
Training epoch 35	4.94	140.15
Training epoch 35	4.94	139.77
Training epoch 35	4.92	136.43
Training epoch 35	4.93	138.07
Training epoch 35	4.95	141.53
Validation epoch 35	4.87	130.16
Training epoch 36	4.94	139.96
Training epoch 36	4.91	135.94
Training epoch 36	4.91	135.70
Training epoch 36	4.92	137.51
Training epoch 36	4.92	136.47
Training epoch 36	4.92	136.56
Training epoch 36	4.92	137.15
Training epoch 36	4.91	136.32
Training epoch 36	4.88	131.87
Training epoch 36	4.96	142.18
Training epoch 36	4.99	147.24
Training epoch 36	4.99	146.46
Training epoch 36	4.92	137.39
Training epoch 36	4.96	142.29
Training epoch 36	4.92	137.26
Training epoch 36	4.90	133.93
Training epoch 36	4.95	140.64
Training epoch 36	4.94	139.64
Training epoch 36	4.92	136.74
Training epoch 36	4.93	137.91
Training epoch 36	4.95	141.22
Validation epoch 36	4.87	130.16
Training epoch 37	4.94	140.42
Training epoch 37	4.91	135.64
Training epoch 37	4.92	137.04
Training epoch 37	4.92	137.09
Training epoch 37	4.91	136.19
Training epoch 37	4.92	136.67
Training epoch 37	4.92	137.14
Training epoch 37	4.91	136.11
Training epoch 37	4.88	131.09
Training epoch 37	4.97	143.48
Training epoch 37	5.00	148.12
Training epoch 37	4.99	146.66
Training epoch 37	4.92	137.64
Training epoch 37	4.96	142.64
Training epoch 37	4.92	137.18
Training epoch 37	4.91	135.11
Training epoch 37	4.94	139.83
Training epoch 37	4.94	139.93
Training epoch 37	4.91	135.89
Training epoch 37	4.92	137.69
Training epoch 37	4.95	141.35
Validation epoch 37	4.87	130.16
Training epoch 38	4.94	139.82
Training epoch 38	4.91	136.22
Training epoch 38	4.92	136.82
Training epoch 38	4.92	136.64
Training epoch 38	4.91	135.53
Training epoch 38	4.92	136.74
Training epoch 38	4.92	136.70
Training epoch 38	4.91	135.18
Training epoch 38	4.88	132.12
Training epoch 38	4.96	142.60
Training epoch 38	5.00	147.78
Training epoch 38	4.99	147.17
Training epoch 38	4.92	136.87
Training epoch 38	4.95	141.88
Training epoch 38	4.93	137.70
Training epoch 38	4.90	134.31
Training epoch 38	4.94	140.35
Training epoch 38	4.94	140.20
Training epoch 38	4.91	136.20
Training epoch 38	4.92	137.12
Training epoch 38	4.96	142.02
Validation epoch 38	4.87	130.16
Training epoch 39	4.94	139.34
Training epoch 39	4.91	135.89
Training epoch 39	4.91	135.64
Training epoch 39	4.91	135.88
Training epoch 39	4.91	135.94
Training epoch 39	4.92	136.94
Training epoch 39	4.92	136.76
Training epoch 39	4.91	135.61
Training epoch 39	4.88	131.56
Training epoch 39	4.97	143.34
Training epoch 39	5.00	147.85
Training epoch 39	4.99	146.91
Training epoch 39	4.93	137.93
Training epoch 39	4.96	142.27
Training epoch 39	4.92	137.31
Training epoch 39	4.90	133.66
Training epoch 39	4.94	140.29
Training epoch 39	4.94	140.03
Training epoch 39	4.92	136.53
Training epoch 39	4.92	137.48
Training epoch 39	4.96	141.98
Validation epoch 39	4.87	130.16
Training epoch 40	4.94	139.93
Training epoch 40	4.91	135.51
Training epoch 40	4.92	136.52
Training epoch 40	4.91	136.12
Training epoch 40	4.91	135.30
Training epoch 40	4.92	137.64
Training epoch 40	4.92	137.26
Training epoch 40	4.91	135.91
Training epoch 40	4.88	131.50
Training epoch 40	4.96	142.97
Training epoch 40	5.00	147.98
Training epoch 40	4.99	146.92
