epoch	valid_loss	valid_perplexity
Training epoch 15	4.45	86.04
Training epoch 15	4.47	87.41
Training epoch 15	4.45	85.31
Training epoch 15	4.47	87.04
Training epoch 15	4.42	83.05
Validation epoch 15	4.44	85.01
Training epoch 16	4.40	81.14
Training epoch 16	4.42	83.30
Training epoch 16	4.45	85.69
Training epoch 16	4.44	84.78
Training epoch 16	4.39	80.56
Training epoch 16	4.42	83.10
Training epoch 16	4.44	85.18
Training epoch 16	4.43	84.20
Training epoch 16	4.41	81.96
Training epoch 16	4.44	85.00
Training epoch 16	4.43	84.06
Training epoch 16	4.45	85.47
Training epoch 16	4.44	84.76
Training epoch 16	4.44	84.96
Training epoch 16	4.39	80.36
Training epoch 16	4.40	81.07
Training epoch 16	4.45	85.77
Training epoch 16	4.47	87.11
Training epoch 16	4.44	84.93
Training epoch 16	4.46	86.42
Training epoch 16	4.41	82.66
Validation epoch 16	4.44	84.99
Training epoch 17	4.40	81.28
Training epoch 17	4.42	82.91
Training epoch 17	4.45	85.58
Training epoch 17	4.44	84.67
Training epoch 17	4.39	80.47
Training epoch 17	4.42	83.50
Training epoch 17	4.45	85.27
Training epoch 17	4.43	84.26
Training epoch 17	4.40	81.51
Training epoch 17	4.45	85.23
Training epoch 17	4.43	83.96
Training epoch 17	4.43	84.25
Training epoch 17	4.43	84.19
Training epoch 17	4.44	84.85
Training epoch 17	4.38	79.84
Training epoch 17	4.38	80.09
Training epoch 17	4.45	85.69
Training epoch 17	4.46	86.16
Training epoch 17	4.44	85.08
Training epoch 17	4.46	86.69
Training epoch 17	4.42	83.01
Validation epoch 17	4.44	84.81
Training epoch 18	4.39	80.87
Training epoch 18	4.42	83.18
Training epoch 18	4.45	85.37
Training epoch 18	4.44	84.53
Training epoch 18	4.39	80.40
Training epoch 18	4.42	83.02
Training epoch 18	4.44	84.92
Training epoch 18	4.43	83.99
Training epoch 18	4.40	81.81
Training epoch 18	4.44	84.65
Training epoch 18	4.42	83.50
Training epoch 18	4.44	84.85
Training epoch 18	4.43	83.94
Training epoch 18	4.44	84.71
Training epoch 18	4.38	79.97
Training epoch 18	4.38	80.08
Training epoch 18	4.45	85.36
Training epoch 18	4.46	86.71
Training epoch 18	4.44	84.99
Training epoch 18	4.46	86.75
Training epoch 18	4.41	82.45
Validation epoch 18	4.44	84.93
Training epoch 19	4.39	80.97
Training epoch 19	4.41	82.61
Training epoch 19	4.45	85.47
Training epoch 19	4.44	84.49
Training epoch 19	4.38	80.24
Training epoch 19	4.41	82.59
Training epoch 19	4.44	84.56
Training epoch 19	4.43	84.10
Training epoch 19	4.40	81.64
Training epoch 19	4.44	84.46
Training epoch 19	4.42	82.72
Training epoch 19	4.43	83.71
Training epoch 19	4.43	83.68
Training epoch 19	4.43	84.03
Training epoch 19	4.37	78.78
Training epoch 19	4.38	79.91
Training epoch 19	4.45	85.21
Training epoch 19	4.45	85.91
Training epoch 19	4.44	84.53
Training epoch 19	4.45	85.84
Training epoch 19	4.40	81.34
Validation epoch 19	4.44	84.61
Training epoch 20	4.39	80.30
Training epoch 20	4.41	82.33
Training epoch 20	4.44	84.64
Training epoch 20	4.43	84.04
Training epoch 20	4.38	79.89
Training epoch 20	4.41	82.12
Training epoch 20	4.43	84.27
Training epoch 20	4.42	83.37
Training epoch 20	4.39	80.96
Training epoch 20	4.44	84.44
Training epoch 20	4.41	82.60
Training epoch 20	4.44	84.48
Training epoch 20	4.43	83.75
Training epoch 20	4.43	84.03
Training epoch 20	4.37	78.81
Training epoch 20	4.37	79.42
Training epoch 20	4.44	84.40
Training epoch 20	4.45	85.93
Training epoch 20	4.43	83.80
Training epoch 20	4.45	85.70
Training epoch 20	4.40	81.21
Validation epoch 20	4.44	84.62
Training epoch 21	4.39	80.60
Training epoch 21	4.41	82.48
Training epoch 21	4.43	84.28
Training epoch 21	4.43	84.25
Training epoch 21	4.38	79.51
Training epoch 21	4.40	81.85
Training epoch 21	4.43	84.34
Training epoch 21	4.43	83.72
Training epoch 21	4.39	80.84
Training epoch 21	4.43	84.02
Training epoch 21	4.42	82.98
Training epoch 21	4.42	83.28
Training epoch 21	4.42	83.38
Training epoch 21	4.43	83.86
Training epoch 21	4.37	79.35
Training epoch 21	4.38	79.90
Training epoch 21	4.43	84.20
Training epoch 21	4.45	85.77
Training epoch 21	4.43	83.95
Training epoch 21	4.45	85.45
Training epoch 21	4.40	81.62
Validation epoch 21	4.44	84.64
Training epoch 22	4.39	81.00
Training epoch 22	4.41	82.51
Training epoch 22	4.44	84.54
Training epoch 22	4.43	84.05
Training epoch 22	4.38	79.83
Training epoch 22	4.41	82.32
Training epoch 22	4.43	84.09
Training epoch 22	4.42	83.43
Training epoch 22	4.39	80.94
Training epoch 22	4.43	84.12
Training epoch 22	4.42	83.30
Training epoch 22	4.42	83.43
Training epoch 22	4.42	83.11
Training epoch 22	4.43	84.09
Training epoch 22	4.37	78.95
Training epoch 22	4.38	79.45
Training epoch 22	4.44	84.50
Training epoch 22	4.45	85.39
Training epoch 22	4.43	83.77
Training epoch 22	4.45	85.37
Training epoch 22	4.40	81.29
Validation epoch 22	4.44	84.59
Training epoch 23	4.39	80.40
Training epoch 23	4.41	82.44
Training epoch 23	4.44	84.43
Training epoch 23	4.43	83.75
Training epoch 23	4.38	79.52
Training epoch 23	4.41	82.35
Training epoch 23	4.43	84.22
Training epoch 23	4.43	83.87
Training epoch 23	4.39	81.03
Training epoch 23	4.43	83.96
Training epoch 23	4.42	82.72
Training epoch 23	4.43	83.96
Training epoch 23	4.42	83.12
Training epoch 23	4.43	83.78
Training epoch 23	4.37	78.79
Training epoch 23	4.37	79.25
Training epoch 23	4.43	84.30
Training epoch 23	4.45	85.69
Training epoch 23	4.42	83.49
Training epoch 23	4.45	85.39
Training epoch 23	4.40	81.33
Validation epoch 23	4.44	84.59
Training epoch 24	4.39	80.65
Training epoch 24	4.41	82.52
Training epoch 24	4.44	84.38
Training epoch 24	4.43	84.02
Training epoch 24	4.38	79.52
Training epoch 24	4.41	82.27
Training epoch 24	4.43	84.18
Training epoch 24	4.42	83.09
Training epoch 24	4.40	81.13
Training epoch 24	4.43	84.26
Training epoch 24	4.42	83.14
Training epoch 24	4.43	83.99
Training epoch 24	4.42	83.22
Training epoch 24	4.43	84.04
Training epoch 24	4.37	79.27
Training epoch 24	4.37	79.19
Training epoch 24	4.44	84.45
Training epoch 24	4.45	85.94
Training epoch 24	4.43	84.03
Training epoch 24	4.45	85.83
Training epoch 24	4.40	81.60
Validation epoch 24	4.44	84.59
Training epoch 25	4.38	80.17
Training epoch 25	4.41	82.38
Training epoch 25	4.44	84.77
Training epoch 25	4.43	83.83
Training epoch 25	4.38	79.49
Training epoch 25	4.41	82.21
Training epoch 25	4.43	83.82
Training epoch 25	4.42	83.22
Training epoch 25	4.39	80.80
Training epoch 25	4.43	83.91
Training epoch 25	4.42	83.09
Training epoch 25	4.43	83.89
Training epoch 25	4.42	83.06
Training epoch 25	4.43	84.21
Training epoch 25	4.38	79.45
Training epoch 25	4.38	79.52
Training epoch 25	4.43	84.25
Training epoch 25	4.45	85.57
Training epoch 25	4.43	83.70
Training epoch 25	4.45	85.64
Training epoch 25	4.40	81.18
Validation epoch 25	4.44	84.60
Training epoch 26	4.38	80.22
Training epoch 26	4.41	81.95
Training epoch 26	4.43	84.27
Training epoch 26	4.43	83.64
Training epoch 26	4.37	79.41
Training epoch 26	4.40	81.61
Training epoch 26	4.43	83.56
Training epoch 26	4.43	83.67
Training epoch 26	4.40	81.22
Training epoch 26	4.43	83.83
Training epoch 26	4.42	83.01
Training epoch 26	4.43	83.85
Training epoch 26	4.42	83.49
Training epoch 26	4.43	83.67
Training epoch 26	4.36	78.54
Training epoch 26	4.37	79.23
Training epoch 26	4.43	84.28
Training epoch 26	4.45	85.31
Training epoch 26	4.43	83.83
Training epoch 26	4.45	85.55
Training epoch 26	4.40	81.45
Validation epoch 26	4.44	84.60
Training epoch 27	4.39	80.57
Training epoch 27	4.40	81.79
Training epoch 27	4.44	84.46
Training epoch 27	4.43	84.04
Training epoch 27	4.37	79.39
Training epoch 27	4.41	82.17
Training epoch 27	4.43	83.99
Training epoch 27	4.42	83.50
Training epoch 27	4.40	81.17
Training epoch 27	4.43	83.83
Training epoch 27	4.42	82.91
Training epoch 27	4.43	83.53
Training epoch 27	4.42	82.82
Training epoch 27	4.42	83.39
Training epoch 27	4.37	78.73
Training epoch 27	4.38	79.54
Training epoch 27	4.44	84.44
Training epoch 27	4.45	85.53
Training epoch 27	4.42	83.44
Training epoch 27	4.45	85.46
Training epoch 27	4.39	80.99
Validation epoch 27	4.44	84.60
Training epoch 28	4.39	80.98
Training epoch 28	4.41	82.51
Training epoch 28	4.44	84.47
Training epoch 28	4.44	84.66
Training epoch 28	4.38	79.68
Training epoch 28	4.41	82.19
Training epoch 28	4.43	84.10
Training epoch 28	4.43	83.73
Training epoch 28	4.40	81.45
Training epoch 28	4.44	84.52
Training epoch 28	4.42	83.10
Training epoch 28	4.43	83.91
Training epoch 28	4.42	83.46
Training epoch 28	4.43	83.70
Training epoch 28	4.37	79.07
Training epoch 28	4.37	79.26
Training epoch 28	4.44	84.36
Training epoch 28	4.45	85.46
Training epoch 28	4.43	83.73
Training epoch 28	4.44	84.81
Training epoch 28	4.40	81.21
Validation epoch 28	4.44	84.60
Training epoch 29	4.39	80.91
Training epoch 29	4.41	82.64
Training epoch 29	4.44	84.80
Training epoch 29	4.43	84.03
Training epoch 29	4.37	79.42
Training epoch 29	4.41	82.54
Training epoch 29	4.43	84.18
Training epoch 29	4.43	83.61
Training epoch 29	4.39	80.72
Training epoch 29	4.43	84.07
Training epoch 29	4.41	82.67
Training epoch 29	4.43	83.99
Training epoch 29	4.42	82.94
Training epoch 29	4.43	83.60
Training epoch 29	4.36	78.63
Training epoch 29	4.37	79.39
Training epoch 29	4.43	84.23
Training epoch 29	4.45	85.81
Training epoch 29	4.43	83.79
Training epoch 29	4.45	85.45
Training epoch 29	4.40	81.65
Validation epoch 29	4.44	84.60
Training epoch 30	4.39	80.70
Training epoch 30	4.41	82.33
Training epoch 30	4.44	84.56
Training epoch 30	4.43	83.63
Training epoch 30	4.38	79.53
Training epoch 30	4.41	81.98
Training epoch 30	4.43	84.03
Training epoch 30	4.42	83.00
Training epoch 30	4.39	80.70
Training epoch 30	4.43	84.11
Training epoch 30	4.41	82.55
Training epoch 30	4.43	83.61
Training epoch 30	4.42	83.50
Training epoch 30	4.43	83.78
Training epoch 30	4.36	78.49
Training epoch 30	4.38	79.51
Training epoch 30	4.43	84.12
Training epoch 30	4.45	85.56
Training epoch 30	4.43	83.52
Training epoch 30	4.45	85.44
Training epoch 30	4.39	81.03
Validation epoch 30	4.44	84.60
Training epoch 31	4.39	80.81
Training epoch 31	4.41	82.35
Training epoch 31	4.43	84.25
Training epoch 31	4.43	84.19
Training epoch 31	4.38	79.86
Training epoch 31	4.41	82.42
Training epoch 31	4.43	83.75
Training epoch 31	4.42	83.22
Training epoch 31	4.39	80.90
Training epoch 31	4.43	84.17
Training epoch 31	4.42	82.90
Training epoch 31	4.43	83.91
Training epoch 31	4.42	83.30
Training epoch 31	4.43	83.96
Training epoch 31	4.37	78.79
Training epoch 31	4.37	79.30
Training epoch 31	4.44	84.50
Training epoch 31	4.45	85.70
Training epoch 31	4.43	83.66
Training epoch 31	4.44	85.10
Training epoch 31	4.40	81.22
Validation epoch 31	4.44	84.60
Training epoch 32	4.39	80.47
Training epoch 32	4.41	82.37
Training epoch 32	4.44	84.56
Training epoch 32	4.43	83.96
Training epoch 32	4.38	79.94
Training epoch 32	4.40	81.75
Training epoch 32	4.43	84.12
Training epoch 32	4.42	83.45
Training epoch 32	4.39	80.98
Training epoch 32	4.43	84.04
Training epoch 32	4.42	82.96
Training epoch 32	4.43	84.29
Training epoch 32	4.42	83.06
Training epoch 32	4.43	83.80
Training epoch 32	4.37	78.96
Training epoch 32	4.37	79.40
Training epoch 32	4.43	84.11
Training epoch 32	4.45	85.70
Training epoch 32	4.43	83.86
Training epoch 32	4.45	85.62
Training epoch 32	4.40	81.79
Validation epoch 32	4.44	84.60
Training epoch 33	4.39	80.80
Training epoch 33	4.41	82.36
Training epoch 33	4.44	84.36
Training epoch 33	4.43	84.02
Training epoch 33	4.38	79.88
Training epoch 33	4.41	82.16
Training epoch 33	4.43	83.88
Training epoch 33	4.43	83.89
Training epoch 33	4.39	80.71
Training epoch 33	4.43	83.79
Training epoch 33	4.42	82.71
Training epoch 33	4.42	83.20
Training epoch 33	4.42	83.44
Training epoch 33	4.42	83.32
Training epoch 33	4.37	78.78
Training epoch 33	4.38	79.67
Training epoch 33	4.43	84.19
Training epoch 33	4.45	85.74
Training epoch 33	4.42	83.50
Training epoch 33	4.45	85.33
Training epoch 33	4.40	81.37
Validation epoch 33	4.44	84.60
Training epoch 34	4.39	80.72
Training epoch 34	4.41	82.50
Training epoch 34	4.44	84.75
Training epoch 34	4.43	83.59
Training epoch 34	4.38	79.77
Training epoch 34	4.41	82.15
Training epoch 34	4.43	83.67
Training epoch 34	4.43	83.92
Training epoch 34	4.40	81.16
Training epoch 34	4.43	83.96
Training epoch 34	4.41	82.44
Training epoch 34	4.43	83.72
Training epoch 34	4.42	83.17
Training epoch 34	4.43	83.83
Training epoch 34	4.36	78.60
Training epoch 34	4.37	79.25
Training epoch 34	4.44	84.75
Training epoch 34	4.45	85.69
Training epoch 34	4.43	83.72
Training epoch 34	4.45	85.33
Training epoch 34	4.40	81.25
Validation epoch 34	4.44	84.60
Training epoch 35	4.39	80.44
Training epoch 35	4.41	82.22
Training epoch 35	4.44	84.71
Training epoch 35	4.43	84.08
Training epoch 35	4.38	79.83
Training epoch 35	4.40	81.82
Training epoch 35	4.43	84.07
Training epoch 35	4.43	83.65
Training epoch 35	4.40	81.35
Training epoch 35	4.44	84.44
Training epoch 35	4.42	83.09
Training epoch 35	4.43	83.53
Training epoch 35	4.42	83.51
Training epoch 35	4.43	84.04
Training epoch 35	4.37	78.87
Training epoch 35	4.37	79.24
Training epoch 35	4.43	84.01
Training epoch 35	4.45	85.45
Training epoch 35	4.43	83.94
Training epoch 35	4.45	85.40
Training epoch 35	4.40	81.37
Validation epoch 35	4.44	84.60
Training epoch 36	4.39	80.70
Training epoch 36	4.41	81.95
Training epoch 36	4.44	84.53
Training epoch 36	4.43	84.06
Training epoch 36	4.38	79.61
Training epoch 36	4.41	82.02
Training epoch 36	4.43	83.94
Training epoch 36	4.42	83.36
Training epoch 36	4.40	81.15
Training epoch 36	4.43	84.23
Training epoch 36	4.42	83.04
Training epoch 36	4.43	84.17
Training epoch 36	4.42	83.03
Training epoch 36	4.43	83.80
Training epoch 36	4.38	79.50
Training epoch 36	4.37	79.23
Training epoch 36	4.43	84.30
Training epoch 36	4.45	85.53
Training epoch 36	4.43	83.82
Training epoch 36	4.45	85.53
Training epoch 36	4.40	81.06
Validation epoch 36	4.44	84.60
Training epoch 37	4.39	80.40
Training epoch 37	4.41	82.40
Training epoch 37	4.44	84.63
Training epoch 37	4.43	83.98
Training epoch 37	4.38	79.63
Training epoch 37	4.41	82.14
Training epoch 37	4.43	83.96
Training epoch 37	4.43	83.73
Training epoch 37	4.40	81.54
Training epoch 37	4.43	84.32
Training epoch 37	4.42	82.91
Training epoch 37	4.43	83.98
Training epoch 37	4.43	83.62
Training epoch 37	4.43	83.82
Training epoch 37	4.37	78.92
Training epoch 37	4.37	79.31
Training epoch 37	4.44	84.45
Training epoch 37	4.45	85.34
Training epoch 37	4.43	84.00
Training epoch 37	4.45	85.25
Training epoch 37	4.39	80.85
Validation epoch 37	4.44	84.60
Training epoch 38	4.39	80.73
Training epoch 38	4.42	82.70
Training epoch 38	4.43	84.01
Training epoch 38	4.43	84.31
Training epoch 38	4.37	79.36
Training epoch 38	4.41	81.86
Training epoch 38	4.43	84.24
Training epoch 38	4.43	83.84
Training epoch 38	4.39	80.82
Training epoch 38	4.43	84.23
Training epoch 38	4.42	82.99
Training epoch 38	4.43	83.63
Training epoch 38	4.42	82.88
Training epoch 38	4.43	83.81
Training epoch 38	4.37	78.71
Training epoch 38	4.37	79.20
Training epoch 38	4.43	84.26
Training epoch 38	4.45	85.37
Training epoch 38	4.43	83.65
Training epoch 38	4.44	85.18
Training epoch 38	4.40	81.12
Validation epoch 38	4.44	84.60
Training epoch 39	4.39	80.57
Training epoch 39	4.41	82.63
Training epoch 39	4.44	84.57
Training epoch 39	4.43	84.12
Training epoch 39	4.38	79.84
Training epoch 39	4.41	81.92
Training epoch 39	4.43	84.03
Training epoch 39	4.43	83.55
Training epoch 39	4.40	81.11
Training epoch 39	4.43	83.60
Training epoch 39	4.42	83.08
Training epoch 39	4.42	83.13
Training epoch 39	4.42	83.36
Training epoch 39	4.43	83.89
Training epoch 39	4.37	78.95
Training epoch 39	4.37	78.99
Training epoch 39	4.43	84.17
Training epoch 39	4.45	85.64
Training epoch 39	4.43	84.09
Training epoch 39	4.45	85.46
Training epoch 39	4.40	81.27
Validation epoch 39	4.44	84.60
Training epoch 40	4.39	80.62
Training epoch 40	4.41	82.47
Training epoch 40	4.44	84.92
Training epoch 40	4.43	83.92
Training epoch 40	4.38	79.72
Training epoch 40	4.41	82.63
Training epoch 40	4.43	84.33
Training epoch 40	4.42	83.02
Training epoch 40	4.39	80.84
Training epoch 40	4.43	84.10
Training epoch 40	4.42	82.87
Training epoch 40	4.43	83.93
